Stock,Sector,Date,Title,Description,Content,Source,URL,summary
LT.NS,Infrastructure,2025-03-03T08:20:45Z,Phlex for Rails Emails: Action Mailer Without ERB,"Rendering Action Mailer emails with Phlex components and layouts: Clean, Composable, and Completely Ruby - Blog post by Camillo Visini","Writing Ruby all day is fun, but writing Ruby in HTML is not. In the past months, I found switching from Ruby to ERB views and partials to be interrupting my flow and therefore increasingly annoying.… [+15761 chars]",Camillovisini.com,https://camillovisini.com/coding/phlex-for-rails-emails-action-mailer-without-erb,"Rendering Action Mailer emails with Phlex components and layouts: Clean, Composable, and Completely Ruby - Blog post by Camillo Visini"
LT.NS,Infrastructure,2025-03-09T11:51:36Z,Compiling C++ with the Clang API,This post describes how to compile a single C++ source file to an object file with the Clang API. Here is the code. It behaves like a simplified clang executable that handles -c and -S.,"This post describes how to compile a single C++ source file to an
object file with the Clang API. Here is the code. It behaves like a
simplified clang executable that handles -c
and -S.
<table><t… [+10735 chars]",Maskray.me,https://maskray.me/blog/2025-03-09-compiling-c++-with-clang-api,This post describes how to compile a single C++ source file to an object file with the Clang API. Here is the code. It behaves like a simplified clang executable that handles -c and -S.
LT.NS,Infrastructure,2025-03-16T11:35:22Z,Styling an HTML dialog modal to take the full height of the viewport,"I've been experimenting with the HTML dialog element recently, for example in my Prompts.js JavaScript library.","I've been experimenting with the HTML dialog element recently, for example in my Prompts.js JavaScript library.
Today I got Claude to build me an experiment to use it for a side panel that would sli… [+4443 chars]",Simonwillison.net,https://til.simonwillison.net/css/dialog-full-height,"I've been experimenting with the HTML dialog element recently, for example in my Prompts.js JavaScript library."
LT.NS,Infrastructure,2025-03-16T11:55:14Z,First Alert Weather Day: Expecting Strong to Severe Thunderstorms,"All hazards are on the table: damaging wind gusts up to 70 mph, lightning, an isolated tornado, heavy rain, and small hail.","Sunday starts off mild and breezy with temperatures in the 70s ahead of a strong cold front.
A line of scattered severe thunderstorms is approaching our region from the west. Temperatures will rise … [+1693 chars]",Yahoo Entertainment,https://www.yahoo.com/news/first-alert-weather-day-expecting-115514506.html,"All hazards are on the table: damaging wind gusts up to 70 mph, lightning, an isolated tornado, heavy rain, and small hail."
LT.NS,Infrastructure,2025-03-12T14:46:02Z,A Perplexing JavaScript Parsing Puzzle,"What does this print?
x =1 x -->0  Think it through, then try it in a browser console! Answer and explanation in the dropdown.
Show answerIt prints 1.
wait wtf At the beginning of a line (and only at the beginning of a line), --> starts a comment. The Ja…","Show answer
It prints 1.
wait wtf
At the beginning of a line (and only at the beginning of a line), --&gt; starts a comment. The JavaScript is parsed as
The browser then displays the value of the… [+1420 chars]",Hillelwayne.com,https://www.hillelwayne.com/post/javascript-puzzle/,"What does this print?
x =1 x -->0  Think it through, then try it in a browser console! Answer and explanation in the dropdown.
Show answerIt prints 1.
wait wtf At the beginning of a line (and only at the beginning of a line), --> starts a comment. The Ja…"
LT.NS,Infrastructure,2025-03-13T21:31:53Z,Sketch-Programming: A Minimalist Paradigm for Code Design,"Ideas, concepts, tools and examples of sketch programming - DmitryOlkhovoi/Sketch-programming","Ideas, concepts, tools and examples of sketch programming using LLM
Sketch-programming (or simply ""Sketch"") is a revolutionary approach to writing software that prioritizes simplicity, readability, … [+2342 chars]",Github.com,https://github.com/DmitryOlkhovoi/Sketch-programming,"Ideas, concepts, tools and examples of sketch programming - DmitryOlkhovoi/Sketch-programming"
LT.NS,Infrastructure,2025-03-14T12:51:59Z,Web Components Demystified,"Scott Jehl released a course called Web Components Demystified. This is my full set of notes from Scott's course. You'll still want to take the course on your own, and I encourage you to because Scott is an excellent teacher who makes all of this stuff extrem…",Scott Jehl released a course called Web Components Demystified. I love that name because it says what the course is about right on the tin: youre going to learn about web components and clear up any … [+57955 chars],Css-tricks.com,https://css-tricks.com/web-components-demystified/,"Scott Jehl released a course called Web Components Demystified. This is my full set of notes from Scott's course. You'll still want to take the course on your own, and I encourage you to because Scott is an excellent teacher who makes all of this stuff extrem…"
LT.NS,Infrastructure,2025-03-08T06:41:34Z,Svelte5: A Less Favorable Vue3,"Svelte5: A Less Favorable Vue3. GitHub Gist: instantly share code, notes, and snippets.","Svelte5 was released in October last year, touted as the best version of Svelte to date. The team was particularly proud of ""runes,"" a reactive state system built on proxies. However, after experienc… [+6359 chars]",Github.com,https://gist.github.com/rxliuli/c886198390a9fd1138853d0e260025f3,"Svelte5: A Less Favorable Vue3. GitHub Gist: instantly share code, notes, and snippets."
LT.NS,Infrastructure,2025-03-25T02:27:52Z,Open source AI agent helper to let it SEE what its doing,description: &quot;An MCP server that enables LLMs to &#39;see&#39; what&#39;s happening in browser-based games and applications through vectorized canvas visualization and debug information. - G...,"An MCP server that enables LLMs to ""see"" what's happening in browser-based games and applications through vectorized canvas visualization and debug information.
Vibe-Eyes uses a client-server archit… [+8786 chars]",Github.com,https://github.com/monteslu/vibe-eyes,description: &quot;An MCP server that enables LLMs to &#39;see&#39; what&#39;s happening in browser-based games and applications through vectorized canvas visualization and debug information. - G...
LT.NS,Infrastructure,2025-03-25T12:47:18Z,Case Study: Combining Cutting-Edge CSS Features Into a “Course Navigation” Component,"Having been tasked with creating a UI component for navigating the content of an online course, Daniel found himself neck-deep in a pool of new CSS features that he wound up using on the project.

Case Study: Combining Cutting-Edge CSS Features Into a “Course…","I came across this awesome article navigator by Jhey Tompkins:
It solved a UX problem I was facing on a project, so Ive adapted it to the needs of an online course a course navigator if you will and… [+17565 chars]",Css-tricks.com,https://css-tricks.com/case-study-combining-cutting-edge-css-features-into-a-course-navigation-component/,"Having been tasked with creating a UI component for navigating the content of an online course, Daniel found himself neck-deep in a pool of new CSS features that he wound up using on the project.

Case Study: Combining Cutting-Edge CSS Features Into a “Course…"
LT.NS,Infrastructure,2025-03-05T13:16:32Z,Grouping Selection List Items Together With CSS Grid,"Preethi demonstrates how to make a user interface to group selected items using CSS Grid using two different methods: the auto-fill keyword for stable layouts and the span keyword for flexible arrangements.

Grouping Selection List Items Together With CSS Gri…","Grouping selected items is a design choice often employed to help users quickly grasp which items are selected and unselected. For instance, checked-off items move up the list in to-do lists, allowin… [+5854 chars]",Css-tricks.com,https://css-tricks.com/grouping-selection-list-items-together-with-css-grid/,"Preethi demonstrates how to make a user interface to group selected items using CSS Grid using two different methods: the auto-fill keyword for stable layouts and the span keyword for flexible arrangements.

Grouping Selection List Items Together With CSS Gri…"
LT.NS,Infrastructure,2025-03-12T06:37:55Z,First official release of LLVM Flang,"LLVM has included a Fortran compiler “Flang” since LLVM 11 in late 2020. However, until recently the Flang binary was not flang (like clang) but instead flang-new.
LLVM 20 ends the era of flang-new.","LLVM Fortran Levels Up: Goodbye flang-new, Hello flang!
<ul><li>By David Spickett</li><li>Mar 11, 2025</li><li>#Flang
,
#MLIR</li><li>33 minute read</li></ul>
LLVM has included a Fortran compiler… [+44214 chars]",Llvm.org,https://blog.llvm.org/posts/2025-03-11-flang-new/,"LLVM has included a Fortran compiler “Flang” since LLVM 11 in late 2020. However, until recently the Flang binary was not flang (like clang) but instead flang-new.
LLVM 20 ends the era of flang-new."
LT.NS,Infrastructure,2025-03-13T00:30:19Z,Laplacian Mesh Smoothing by Throwing Vertices,Laplacian Mesh Smoothing by Throwing Vertices,"In this blog post, I’ll talk about smoothing and blurring 3D meshes using Laplacian mesh smoothing. A good example of where this is useful is Adobe Substance 3D Modeler’s smooth tool which I implemen… [+7000 chars]",Nosferalatu.com,https://nosferalatu.com/./LaplacianMeshSmoothing.html,Laplacian Mesh Smoothing by Throwing Vertices
LT.NS,Infrastructure,2025-03-20T10:03:17Z,How to create value objects in Ruby – the idiomatic way,"Learn to create value objects in Ruby using idiomatic practices, focusing on immutability, comparability, and the modern `Data` class","When writing Ruby OOP, a typical pattern might be to create an object to group multiple values together meaningfully and sometimes also add some extra methods (computed properties, predicates, repres… [+11235 chars]",Ghinda.com,https://allaboutcoding.ghinda.com/how-to-create-value-objects-in-ruby-the-idiomatic-way,"Learn to create value objects in Ruby using idiomatic practices, focusing on immutability, comparability, and the modern `Data` class"
LT.NS,Infrastructure,2025-03-11T15:26:10Z,Powering Search With Astro Actions and Fuse.js,"With Astro, we can generate most of our site during our build, but have a small bit of server-side code that can handle search functionality using something like Fuse.js. In this demo, we’ll use Fuse to search through a set of personal “bookmarks” that are ge…","Static sites are wonderful. Im a big fan.
They also have their issues. Namely, static sites either are purely static or the frameworks that generate them completely lose out on true static generatio… [+24554 chars]",Css-tricks.com,https://css-tricks.com/powering-search-with-astro-actions-and-fuse-js/,"With Astro, we can generate most of our site during our build, but have a small bit of server-side code that can handle search functionality using something like Fuse.js. In this demo, we’ll use Fuse to search through a set of personal “bookmarks” that are ge…"
LT.NS,Infrastructure,2025-03-24T10:21:02Z,Show HN: We made an MCP Server so that Cursor can build anything from API Docs,"The **Apidog MCP Server** allows you to use your API documentation from Apidog projects as a data source for AI-powered IDEs like **Cursor**. This means Agentic AI can directly access and work with your API documentation, speeding up development and makin. La…",The Apidog MCP Server allows you to use your API documentation from Apidog projects as a data source for AI-powered IDEs like Cursor. This means Agentic AI can directly access and work with your API … [+4741 chars],Npmjs.com,https://www.npmjs.com/package/apidog-mcp-server,"The **Apidog MCP Server** allows you to use your API documentation from Apidog projects as a data source for AI-powered IDEs like **Cursor**. This means Agentic AI can directly access and work with your API documentation, speeding up development and makin. La…"
LT.NS,Infrastructure,2025-03-06T00:23:33Z,DeepSeek-R1-671B-Q4_K_M with 1 or 2 Arc A770 on Xeon,"Accelerate local LLM inference and finetuning (LLaMA, Mistral, ChatGLM, Qwen, DeepSeek, Mixtral, Gemma, Phi, MiniCPM, Qwen-VL, MiniCPM-V, etc.) on Intel XPU (e.g., local PC with iGPU and NPU, discr...","&lt; English | &gt;
Important
We can now run DeepSeek-R1-671B-Q4_K_M with 1 or 2 Arc A770 on Xeon using the latest llama.cpp Portable Zip.
This guide demonstrates how to use llama.cpp portable zip… [+15619 chars]",Github.com,https://github.com/intel/ipex-llm/blob/main/docs/mddocs/Quickstart/llamacpp_portable_zip_gpu_quickstart.md,"Accelerate local LLM inference and finetuning (LLaMA, Mistral, ChatGLM, Qwen, DeepSeek, Mixtral, Gemma, Phi, MiniCPM, Qwen-VL, MiniCPM-V, etc.) on Intel XPU (e.g., local PC with iGPU and NPU, discr..."
LT.NS,Infrastructure,2025-03-16T12:50:56Z,"Extracting content from an LCP ""protected"" ePub","As Cory Doctorow once said ""Any time that someone puts a lock on something that belongs to you but won't give you the key, that lock's not there for you."" But here's the thing with the LCP DRM scheme; they do give you the key! As I've written about previously…","As Cory Doctorow once said ""Any time that someone puts a lock on something that belongs to you but won't give you the key, that lock's not there for you.""
But here's the thing with the LCP DRM schem… [+10637 chars]",Shkspr.mobi,https://shkspr.mobi/blog/2025/03/towards-extracting-content-from-an-lcp-protected-epub/,"As Cory Doctorow once said ""Any time that someone puts a lock on something that belongs to you but won't give you the key, that lock's not there for you."" But here's the thing with the LCP DRM scheme; they do give you the key! As I've written about previously…"
LT.NS,Infrastructure,2025-03-15T21:42:03Z,Collatzeral damage: bitwise and proof foolish,"Let’s talk about the Collatz Conjecture, which is like mathematicians’ original version of this programmer joke: Except the number of mathematician hours wasted is much larger, possibly…","Let’s talk about the Collatz Conjecture, which is like mathematicians’ original version of this programmer joke:
Except the number of mathematician hours wasted is much larger, possibly too large fo… [+14383 chars]",Soatok.blog,https://soatok.blog/2025/01/06/collatzeral-damage-bitwise-and-proof-foolish/,"Let’s talk about the Collatz Conjecture, which is like mathematicians’ original version of this programmer joke: Except the number of mathematician hours wasted is much larger, possibly…"
LT.NS,Infrastructure,2025-03-11T23:47:43Z,Sorting Algorithm with CUDA,"A simple, whitespace theme for academics. Based on [*folio](https://github.com/bogoli/-folio) design.","Building on my previous post on sorting algorithms, I implemented the same algorithms using CUDA to explore performance improvements through parallel computing. The goal is to see how we can leverage… [+14345 chars]",Ashwanirathee.com,https://ashwanirathee.com/blog/2025/sort2/,"A simple, whitespace theme for academics. Based on [*folio](https://github.com/bogoli/-folio) design."
LT.NS,Infrastructure,2025-03-12T20:20:17Z,Spotify Pulls Down Andrew Tate’s Podcast About ‘Pimping Hoes’ Amid Criminal Probe,The music streaming platform received criticism for keeping the show for as long as it did.,"Rightwing influencer Andrew Tate has made a lucrative career out of being a misogynistic asshole, though it’s worth noting that he’s not the only one who has profited off of the obnoxious schtick. Sp… [+5128 chars]",Gizmodo.com,https://gizmodo.com/spotify-pulls-down-andrew-tates-podcast-about-pimping-hoes-amid-criminal-probe-2000575099,The music streaming platform received criticism for keeping the show for as long as it did.
LT.NS,Infrastructure,2025-03-07T21:15:10Z,Virtual Punch Card Creator,The Virtual Keypunch - Type and download your personal punch cards - the Web2.0 of “big iron” age! A free add-on to Google60 - Search Mad Men Style.,"Type and download your personal punch cards — the Web2.0 of “big iron” age!
“The Virtual Keypunch” is a free service related to Google60 – Search Mad Men Style.Get yourself a “real business” card, o… [+10269 chars]",Masswerk.at,https://www.masswerk.at/keypunch/,The Virtual Keypunch - Type and download your personal punch cards - the Web2.0 of “big iron” age! A free add-on to Google60 - Search Mad Men Style.
LT.NS,Infrastructure,2025-03-11T12:40:55Z,RubyLLM: A delightful Ruby way to work with AI,"A delightful Ruby way to work with AI. No configuration madness, no complex callbacks, no handler hell – just beautiful, expressive Ruby code. - crmne/ruby_llm","A delightful Ruby way to work with AI. No configuration madness, no complex callbacks, no handler hell just beautiful, expressive Ruby code.
Battle tested at Chat with Work
Every AI provider comes … [+3851 chars]",Github.com,https://github.com/crmne/ruby_llm,"A delightful Ruby way to work with AI. No configuration madness, no complex callbacks, no handler hell – just beautiful, expressive Ruby code. - crmne/ruby_llm"
LT.NS,Infrastructure,2025-03-24T14:06:19Z,Support Logical Shorthands in CSS,"There’s a bit of a blind spot when working with CSS logical properties concerning shorthands.

Support Logical Shorthands in CSS originally published on CSS-Tricks, which is part of the DigitalOcean family. You should get the newsletter.","Theres a bit of a blind spot when working with CSS logical properties concerning shorthands. Miriam explains:
Logical properties are a great way to optimize our sites in advance, without any real ef… [+2396 chars]",Css-tricks.com,https://css-tricks.com/support-logical-shorthands-in-css/,"There’s a bit of a blind spot when working with CSS logical properties concerning shorthands.

Support Logical Shorthands in CSS originally published on CSS-Tricks, which is part of the DigitalOcean family. You should get the newsletter."
LT.NS,Infrastructure,2025-03-21T16:34:26Z,The Jakt Programming Language,The Jakt Programming Language. Contribute to SerenityOS/jakt development by creating an account on GitHub.,"Jakt is a memory-safe systems programming language.
It currently transpiles to C++.
NOTE: The language is under heavy development.
NOTE If you're cloning to a Windows PC (not WSL), make sure that … [+17354 chars]",Github.com,https://github.com/SerenityOS/jakt,The Jakt Programming Language. Contribute to SerenityOS/jakt development by creating an account on GitHub.
LT.NS,Infrastructure,2025-03-16T20:20:10Z,DeepSeek-R1-beating perf in a 32B package? El Reg digs its claws into Alibaba's QwQ,"How to tame its hypersensitive hyperparameters and get it running on your PC
Hands on How much can reinforcement learning - and a bit of extra verification - improve large language models, aka LLMs? Alibaba's Qwen team aims to find out with its latest release…","Hands on How much can reinforcement learning - and a bit of extra verification - improve large language models, aka LLMs? Alibaba's Qwen team aims to find out with its latest release, QwQ.
Despite h… [+18227 chars]",Theregister.com,https://www.theregister.com/2025/03/16/qwq_hands_on_review/,"How to tame its hypersensitive hyperparameters and get it running on your PC
Hands on How much can reinforcement learning - and a bit of extra verification - improve large language models, aka LLMs? Alibaba's Qwen team aims to find out with its latest release…"
LT.NS,Infrastructure,2025-02-27T20:19:25Z,Israel's military publishes first report on 7 October 2023 failures,"The report says the military ""failed in its mission to protect Israeli civilians"" during Hamas's attack.","Paul Adams
About 1,200 people were killed when Hamas attacked Israeli communities, military bases and a music festival on 7 October 2023
Israel's military has published its first official account o… [+4437 chars]",BBC News,https://www.bbc.com/news/articles/cyvee8vr7l1o,"The report says the military ""failed in its mission to protect Israeli civilians"" during Hamas's attack."
LT.NS,Infrastructure,2025-03-10T17:20:47Z,Sources: Titans add LT Moore on $82 million deal,"Free agent left tackle Dan Moore Jr. agreed Monday on a four-year, $82 million deal with the Titans, sources told ESPN.","Mar 10, 2025, 01:10 PM ET
Free agent left tackle Dan Moore Jr. agreed Monday on a four-year, $82 million deal with the Tennessee Titans, sources told ESPN's Adam Schefter.
The deal includes $50 mil… [+1301 chars]",ESPN,https://www.espn.com/nfl/story/_/id/44193600/dan-moore-jr-lands-4-year-82m-deal-titans-sources-say,"Free agent left tackle Dan Moore Jr. agreed Monday on a four-year, $82 million deal with the Titans, sources told ESPN."
LT.NS,Infrastructure,2025-03-23T14:13:20Z,Building and Publishing Games to Steam Directly from GitHub Actions,"I have been using GitHub Actions extensively both at work and in personal projects, as shown in this post What I’ve been automating with GitHub Actions, an automated life.","23 Mar 2025I have been using GitHub Actions extensively both at work and in personal projects, as shown in this post What Ive been automating with GitHub Actions, an automated life.
In my free time,… [+5495 chars]",Nullonerror.org,https://nullonerror.org/2025/03/23/building-and-publishing-games-to-steam-directly-from-gitHub-actions/,"I have been using GitHub Actions extensively both at work and in personal projects, as shown in this post What I’ve been automating with GitHub Actions, an automated life."
LT.NS,Infrastructure,2025-03-11T06:30:00Z,Representative Line: Broken Up With,"Marco found this wreck, left behind by a former co-worker:
$(""#image_sample"").html('No image selected, select an image to see how it looks in the banner!');



This code uses the JQuery library to find an element in the web page with the ID ""image_sample"", an…","Marco found this wreck, left behind by a former co-worker:
$(""#image_sample"").html('&lt;i&gt;&lt;br /&gt;&lt;br /&gt;&lt;br /&gt;&lt;br /&gt;&lt;br /&gt;&lt;br /&gt;&lt;br /&gt;&lt;br /&gt;&lt;br /&… [+780 chars]",Thedailywtf.com,https://thedailywtf.com/articles/broken-up-with,"Marco found this wreck, left behind by a former co-worker:
$(""#image_sample"").html('No image selected, select an image to see how it looks in the banner!');



This code uses the JQuery library to find an element in the web page with the ID ""image_sample"", an…"
LT.NS,Infrastructure,2025-03-20T02:25:18Z,GPascal – A Blast from the Past (2011),Gammon Forum : Programming : General : GPascal - a blast from the past,"Thanks, Fiendish!To explain the source (http://www.gammon.com.au/GPascal/source/) a bit, a lot of work was put into fitting it into the available memory. One approach I used was to tokenise things li… [+7399 chars]",Gammon.com.au,https://www.gammon.com.au/forum/?id=11203,Gammon Forum : Programming : General : GPascal - a blast from the past
LT.NS,Infrastructure,2025-03-03T06:48:59Z,CSS Meets Voxel Art: Building a Rendering Engine with Stacked Grids,"Learn how transforms, perspective, and stacked grids can create a fully addressable 3D space and push the boundaries of what’s possible with pure CSS.","From our partner:The AI visual builder for Next.js &amp; Tailwind: Generate UI with AI. Customize it with a visual editor. Export Next.js, Tailwind &amp; shadcn/ui code.
Agustin Capeletto has create… [+8648 chars]",Tympanus.net,https://tympanus.net/codrops/2025/03/03/css-meets-voxel-art-building-a-rendering-engine-with-stacked-grids/,"Learn how transforms, perspective, and stacked grids can create a fully addressable 3D space and push the boundaries of what’s possible with pure CSS."
LT.NS,Infrastructure,2025-03-06T20:47:59Z,PurrCrypt: Steganographic Encryption Disguised as Pet Sounds,"A fur-ociously secure encryption tool that encodes your secrets as adorable cat and dog sounds, using real elliptic curve cryptography with a playful disguise. - vxfemboy/purrcrypt","The purr-fect way to keep your secrets fur-ever safe, straight from the meow-th of your computer to your fur-ends' paws!
Important
PurrCrypt is real cryptography in a fuzzy disguise! Your messages … [+9683 chars]",Github.com,https://github.com/vxfemboy/purrcrypt,"A fur-ociously secure encryption tool that encodes your secrets as adorable cat and dog sounds, using real elliptic curve cryptography with a playful disguise. - vxfemboy/purrcrypt"
LT.NS,Infrastructure,2025-03-03T13:34:22Z,Functions in CSS?!,"Arguments?! Return values?! What's crazier, you can use functions right now in Chrome Canary! So, after reading and playing around, here are my key insights on what you need to know about CSS Functions.

Functions in CSS?! originally published on CSS-Tricks, …","A much-needed disclaimer:You (kinda) can use functions now! I know, it isnt the most pleasant feeling to finish reading about a new feature just for the author to say And well hopefully see it in a c… [+9431 chars]",Css-tricks.com,https://css-tricks.com/functions-in-css/,"Arguments?! Return values?! What's crazier, you can use functions right now in Chrome Canary! So, after reading and playing around, here are my key insights on what you need to know about CSS Functions.

Functions in CSS?! originally published on CSS-Tricks, …"
LT.NS,Infrastructure,2025-03-20T12:13:39Z,Building and deploying a custom site using GitHub Actions and GitHub Pages,I figured out a minimal pattern for building a completely custom website using GitHub Actions and deploying the result to GitHub Pages.,"I figured out a minimal pattern for building a completely custom website using GitHub Actions and deploying the result to GitHub Pages.
First you need to enable GitHub Pages for the repository. Navi… [+1763 chars]",Simonwillison.net,https://til.simonwillison.net/github-actions/github-pages,I figured out a minimal pattern for building a completely custom website using GitHub Actions and deploying the result to GitHub Pages.
LT.NS,Infrastructure,2025-03-16T10:25:28Z,Implementing Generic Types in C,"There are various ways, but some are better than others.","One of the most annoying things about programming in C is the lack of support for generic types, also known as parametric polymorphism. Not to be confused with the abomination that is _Generic1.
I w… [+14288 chars]",Substack.com,https://btmc.substack.com/p/implementing-generic-types-in-c,"There are various ways, but some are better than others."
LT.NS,Infrastructure,2025-03-14T07:12:43Z,From Languages to Language Sets,"GitHub Gist: instantly share code, notes, and snippets.","After working with a lot of languages, writing my own, this is currently what I consider the most useful classification of programming languages, into 4 levels:
<ul><li>4: Interpreted, dynamically t… [+6061 chars]",Github.com,https://gist.github.com/xixixao/8e363dbd3663b6729cd5b6d74dbbf9d4,"GitHub Gist: instantly share code, notes, and snippets."
LT.NS,Infrastructure,2025-03-21T13:24:11Z,Revisiting CSS border-image,"I’ve used border-image regularly. Yet, it remains one of the most underused CSS tools, and I can’t, for the life of me, figure out why. Is it possible that people steer clear of border-image because its syntax is awkward and unintuitive? Perhaps it’s because …","In my last article on Revisiting CSS Multi-Column Layout, I mentioned that almost twenty years have flown by since I wrote my first book, Transcending CSS. In it, I explained how and why to use what … [+13660 chars]",Css-tricks.com,https://css-tricks.com/revisiting-css-border-image/,"I’ve used border-image regularly. Yet, it remains one of the most underused CSS tools, and I can’t, for the life of me, figure out why. Is it possible that people steer clear of border-image because its syntax is awkward and unintuitive? Perhaps it’s because …"
HCLTECH.NS,IT,2025-03-26T04:38:04Z,HCLTech launches agentic AI-powered smart manufacturing solution on Google Cloud,"HCLTech Insight can serve enterprises across industries, including automotive, aerospace and electronics, with interactive dashboards and AI-powered virtual assistants to respond to defects in real time",HCL Technologies (HCLTech) on Tuesday announced the launch of an agentic AI-powered 'Industry-Focused Repeatable Solution' (IFRS) geared to arm manufacturers with advanced data insights and analytics… [+612 chars],BusinessLine,https://www.thehindubusinessline.com/info-tech/hcltech-launches-agentic-ai-powered-smart-manufacturing-solution-on-google-cloud/article69375909.ece,"HCLTech Insight can serve enterprises across industries, including automotive, aerospace and electronics, with interactive dashboards and AI-powered virtual assistants to respond to defects in real time"
HCLTECH.NS,IT,2025-02-28T09:43:59Z,Children's Minnesota selects HCLTech to modernise healthcare operations with AI,"HCLTech's full-stack AI platform aims to streamline operations, reduce manual tasks and enable data-driven decision-making, enhancing healthcare delivery and patient care","IT services company HCL Technologies (HCLTech) has announced a strategic agreement with Children's Minnesota to improve operational efficiency, streamline service delivery and enhance patient care th… [+1174 chars]",BusinessLine,https://www.thehindubusinessline.com/info-tech/childrens-minnesota-selects-hcltech-to-modernise-healthcare-operations-with-ai/article69274098.ece,"HCLTech's full-stack AI platform aims to streamline operations, reduce manual tasks and enable data-driven decision-making, enhancing healthcare delivery and patient care"
HCLTECH.NS,IT,2025-03-11T13:14:37Z,HCLTech Among Ethisphere’s 2025 World’s Most Ethical Companies®,"NEW YORK & NOIDA, India — HCLTech, a leading global technology company, has received the 2025 World’s Most Ethical Companies® recognition by Ethisphere, a global leader in defining and advancing the standards of ethical business practices. This is the second …","NEW YORK &amp; NOIDA, India HCLTech, a leading global technology company, has received the 2025 Worlds Most Ethical Companies® recognition by Ethisphere, a global leader in defining and advancing the… [+2136 chars]",Financial Post,https://financialpost.com/pmn/business-wire-news-releases-pmn/hcltech-among-ethispheres-2025-worlds-most-ethical-companies,"NEW YORK & NOIDA, India — HCLTech, a leading global technology company, has received the 2025 World’s Most Ethical Companies® recognition by Ethisphere, a global leader in defining and advancing the standards of ethical business practices. This is the second …"
HCLTECH.NS,IT,2025-03-21T13:12:21Z,"Indian IT earnings likely to stutter in fiscal 2026 on US spending woes, analysts say","BENGALURU : India's information technology companies, among the worst-performing sectors this year, may not see a recovery in fiscal 2026, analysts said, after Accenture flagged weak discretionary spending and demand in its quarterly report.Accenture, the wor…","BENGALURU : India's information technology companies, among the worst-performing sectors this year, may not see a recovery in fiscal 2026, analysts said, after Accenture flagged weak discretionary sp… [+2035 chars]",CNA,https://www.channelnewsasia.com/business/indian-it-earnings-likely-stutter-fiscal-2026-us-spending-woes-analysts-say-5016206,"BENGALURU : India's information technology companies, among the worst-performing sectors this year, may not see a recovery in fiscal 2026, analysts said, after Accenture flagged weak discretionary spending and demand in its quarterly report.Accenture, the wor…"
HCLTECH.NS,IT,2025-02-27T16:24:21Z,HCLTech opens new GDC in Hyderabad with 5000 employees capacity,"HCLTech has inaugurated a new global delivery centre in Hyderabad, expanding its footprint in the city. Spanning 3.2 lakh sq ft, the facility can accommodate 5,000 employees. Telangana CM Anumula Revanth Reddy highlighted the state's rapid growth, emphasizing…","FD Calculator
When investing in a fixed deposit, the amount you deposit earns interest as per the prevailing...
Calculate Now",The Times of India,https://timesofindia.indiatimes.com/business/india-business/hcltech-opens-new-gdc-in-hyderabad-with-5000-employees-capacity/articleshow/118608817.cms,"HCLTech has inaugurated a new global delivery centre in Hyderabad, expanding its footprint in the city. Spanning 3.2 lakh sq ft, the facility can accommodate 5,000 employees. Telangana CM Anumula Revanth Reddy highlighted the state's rapid growth, emphasizing…"
HCLTECH.NS,IT,2025-02-28T03:28:40Z,HCL Technologies shares in focus after AI deal with Children’s Minnesota,"HCL Technologies share price: The partnership, announced after market hours on Thursday, will have HCL Tech implement its AI-powered platform, HCLTech AI Force, to modernize the operational systems of Children’s Minnesota, one of the largest pediatric healthc…",Shares of HCL Technologies are set to be in focus on Friday after the IT services company announced a strategic agreement with Children’s Minnesota to enhance operational efficiency and patient care … [+1862 chars],The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/hcl-technologies-shares-in-focus-after-ai-deal-with-childrens-minnesota/articleshow/118616418.cms,"HCL Technologies share price: The partnership, announced after market hours on Thursday, will have HCL Tech implement its AI-powered platform, HCLTech AI Force, to modernize the operational systems of Children’s Minnesota, one of the largest pediatric healthc…"
HCLTECH.NS,IT,2025-03-24T18:01:26Z,Western Union Taps AI to Move to ‘Platform Operating Model’,"Western Union launched an artificial intelligence-focused partnership with India’s HCLTech. The collaboration will see Western Union employ HCLTech’s AI solutions to move to a “platform operating model,” which will offer greater agility and scalability, accor…","Western Union launched an artificial intelligence-focused partnership with Indias HCLTech.
The collaboration will see Western Union employ HCLTechs AI solutions to move to a platform operating model… [+2509 chars]",pymnts.com,https://www.pymnts.com/news/artificial-intelligence/2025/western-union-taps-ai-platform-operating-model/,"Western Union launched an artificial intelligence-focused partnership with India’s HCLTech. The collaboration will see Western Union employ HCLTech’s AI solutions to move to a “platform operating model,” which will offer greater agility and scalability, accor…"
HCLTECH.NS,IT,2025-03-24T18:20:58Z,Western Union Taps AI to Move to ‘Platform Operating Model’,"Western Union launched an artificial intelligence-focused partnership with India’s HCLTech.
The collaboration will see Western Union employ HCLTech’s AI solutions to move to a “platform operating model,” which will offer greater agility and scalability, accor…","Western Union launched an artificial intelligence-focused partnership with Indias HCLTech.The collaboration will see Western Union employ HCLTechs AI solutions to move to a platform operating model, … [+138 chars]",Biztoc.com,https://biztoc.com/x/546a56c64ad882c8,"Western Union launched an artificial intelligence-focused partnership with India’s HCLTech.
The collaboration will see Western Union employ HCLTech’s AI solutions to move to a “platform operating model,” which will offer greater agility and scalability, accor…"
